BUSMVFLX1,486060.67910000065,1097518.4130000004
BUSMVFLX2,486059.2596,1097518.803
BUSMVFLX3,486058.9107,1097520.125
BUSMVFLX4,486059.5633,1097522.281
BUSMVFLX5,486400.5263,1097595.323
BUSMVFLX6,486397.1443,1097595.703
BUSMVFLX7,486021.4858,1097608.365
BUSMVFLX8,486162.0791,1097748.614
BUSMVFLX9,486112.5416,1097761.846
BUSMVFLX10,486114.9783,1097768.725
BUSMVFLX11,486143.3922,1097753.665
BUSMVFLX12,486160.9111,1097785.519
BUSMVFLX13,486059.2303,1097805.528
BUSMVFLX14,485827.38,1097970.469
BUSMVFLX15,485828.6396,1097971.829
BUSMVFLX16,485830.3691,1097972.147
BUSMVFLX17,485824.7278,1097976.297
BUSMVFLX18,485817.1525,1098073.707
BUSMVFLX19,485815.8222,1098073.831
BUSMVFLX20,486199.3497,1098195.961
BUSMVFLX21,486125.8736,1098222.032
BUSMVFLX22,486027.9827,1098254.354
BUSMVFLX23,486021.2885,1098265.471
BUSMVFLX24,485906.7905,1098339.72
BUSMVFLX25,485905.9413,1098340.4
BUSMVFLX26,485721.2086,1098491.253
BUSMVFLX27,485671.2577,1098496.198
BUSMVFLX28,485671.1614,1098497.773
BUSMVFLX29,485671.0976,1098498.815
BUSMVFLX30,485667.165,1098499.126
BUSMVFLX31,485669.9884,1098516.95
BUSMVFLX32,485671.4225,1098552.314
BUSMVFLX33,485714.2,1098572.959
BUSMVFLX34,485761.3659,1098608.142
BUSMVFLX35,485802.6966,1098640.303
BUSMVFLX36,485890.0006,1098703.025
BUSMVFLX37,485889.6468,1098704.335
BUSMVFLX38,485890.6047,1098705.193
BUSMVFLX39,485891.0727,1098704.985
BUSMVFLX40,485879.1649,1098710.549
BUSMVFLX41,485897.7318,1098727.041
BUSMVFLX42,485891.0423,1098738.61
BUSMVFLX43,485961.2383,1098784.169
BUSMVFLX44,485823.8715,1098817.117
BUSMVFLX45,485781.9879,1098859.447
BUSMVFLX46,486035.6905,1098860.89
BUSMVFLX47,485770.9897,1098872.305
BUSMVFLX48,485781.1858,1098883.129
BUSMVFLX49,485747.9167,1098896.423
BUSMVFLX50,485815.5831,1098909.09
BUSMVFLX51,485812.8914,1098910.407
BUSMVFLX52,486063.0291,1098910.62
BUSMVFLX53,485733.8636,1098911.567
BUSMVFLX54,485813.2414,1098912.919
BUSMVFLX55,486068.1017,1098913.955
BUSMVFLX56,485687.5837,1098966.817
BUSMVFLX57,486224.1119,1099056.83
BUSMVFLX58,486348.725,1099167.783
BUSMVFLX59,486492.1909,1099235.126
BUSMVFLX60,486491.0069,1099234.381
BUSMVFLX61,486492.9683,1099233.542
BUSMVFLX62,486476.3931,1099236.706
BUSMVFLX63,486546.7522,1099292.274
BUSMVFLX64,486545.8079,1099292.071
BUSMVFLX65,486545.8087,1099292.987
BUSMVFLX66,486546.036,1099293.234
BUSMVFLX67,486545.5771,1099293.742
BUSMVFLX68,486577.5781,1099323.091
BUSMVFLX69,486398.3643,1097594.292
BUSMVFLX70,485974.6135,1098192.492
BUSMVFLX71,485807.3222,1098074.025
BUSMVFLX72,486062.1208,1097519.955
BUSMVFLX73,486061.3874,1097520.959
BUSMVFLX74,486163.2013,1097751.064
BUSMVFLX75,486161.8288,1097752.367
BUSMVFLX76,486060.1179,1097806.711
BUSMVFLX77,486061.4502,1097810.074
BUSMVFLX78,486151.4269,1098234.072
BUSMVFLX79,485907.2645,1098341.842
BUSMVFLX80,485676.5214,1098490.194
BUSMVFLX81,485676.5214,1098492.108
BUSMVFLX82,485723.2454,1098493.467
BUSMVFLX83,485724.9402,1098495.511
BUSMVFLX84,485716.5278,1098569.562
BUSMVFLX85,485715.4593,1098571.089
BUSMVFLX86,485804.5225,1098635.8
BUSMVFLX87,485805.5278,1098638.938
BUSMVFLX88,485963.9193,1098784.528
BUSMVFLX89,485964.9043,1098782.83
BUSMVFLX90,485827.0605,1098817.256
BUSMVFLX91,485702.3867,1098815.562
BUSMVFLX92,485703.4337,1098819.247
BUSMVFLX93,485700.0499,1098820.438
BUSMVFLX94,485867.6081,1098854.949
BUSMVFLX95,485869.3536,1098855.577
BUSMVFLX96,485866.6585,1098855.634
BUSMVFLX97,486038.3889,1098858.175
BUSMVFLX98,486036.4798,1098858.689
BUSMVFLX99,485775.5577,1098857.604
BUSMVFLX100,485776.7387,1098859.904
BUSMVFLX101,485783.7438,1098883.85
BUSMVFLX102,485783.5475,1098881.35
BUSMVFLX103,485900.8242,1098886.564
BUSMVFLX104,485940.2683,1098832.574
BUSMVFLX105,485688.3236,1098967.192
BUSMVFLX106,485689.1797,1098968.117
BUSMVFLX107,485805.1996,1099045.223
BUSMVFLX108,485805.7005,1099045.712
BUSMVFLX109,485806.3851,1099047.31
BUSMVFLX110,486221.6297,1099057.023
BUSMVFLX111,486219.4005,1099060.644
BUSMVFLX112,486063.302,1099066.027
BUSMVFLX113,486063.5415,1099066.225
BUSMVFLX114,486063.8674,1099068.917
BUSMVFLX115,486345.3187,1099167.451
BUSMVFLX116,486342.7292,1099170.557
BUSMVFLX117,486089.9216,1099256.025
BUSMVFLX118,486092.8232,1099257.245
BUSMVFLX119,486095.5559,1099260.244
BUSMVFLX120,486055.6518,1099305.943
BUSMVFLX121,485954.0672,1098410.116
BUSMVFLX122,485997.2532,1098471.917
BUSMVFLX123,486040.295,1098511.047
BUSMVFLX124,486086.9964,1098553.831
